"elsewhere","elsewhere","#AND","/net/gsb/pmb/out/p20/d0754"
",",",","#NIL","/net/gsb/pmb/out/p20/d0754"
"mozambique","mozambique","#GEO","/net/gsb/pmb/out/p20/d0754"
"take","took","#PST","/net/gsb/pmb/out/p20/d0754"
"thing","its","#HAS","/net/gsb/pmb/out/p20/d0754"
"first","first","#CON","/net/gsb/pmb/out/p20/d0754"
"ever","ever","#IST","/net/gsb/pmb/out/p20/d0754"
"olympic","olympic","#UNK","/net/gsb/pmb/out/p20/d0754"
"gold","gold","#REL","/net/gsb/pmb/out/p20/d0754"
"medal","medal","#CON","/net/gsb/pmb/out/p20/d0754"
"when","when","#SUB","/net/gsb/pmb/out/p20/d0754"
"maria","maria","#PER","/net/gsb/pmb/out/p20/d0754"
"mutola","mutola","#PER","/net/gsb/pmb/out/p20/d0754"
"win","won","#PST","/net/gsb/pmb/out/p20/d0754"
"the","the","#DEF","/net/gsb/pmb/out/p20/d0754"
"woman","women","#CON","/net/gsb/pmb/out/p20/d0754"
"of","'s","#HAS","/net/gsb/pmb/out/p20/d0754"
"eight-hundred","eight-hundred","#CON","/net/gsb/pmb/out/p20/d0754"
"metre","metres","#CON","/net/gsb/pmb/out/p20/d0754"
",",",","#NIL","/net/gsb/pmb/out/p20/d0754"
"while","while","#SUB","/net/gsb/pmb/out/p20/d0754"
"the","the","#DEF","/net/gsb/pmb/out/p20/d0754"
"man","men","#CON","/net/gsb/pmb/out/p20/d0754"
"of","'s","#HAS","/net/gsb/pmb/out/p20/d0754"
"ten-thousand-metre","ten-thousand-metres","#CON","/net/gsb/pmb/out/p20/d0754"
"go","went","#EPS","/net/gsb/pmb/out/p20/d0754"
"to","to","#AND","/net/gsb/pmb/out/p20/d0754"
"the","the","#DEF","/net/gsb/pmb/out/p20/d0754"
"ethiopia","ethiopian","#ethiopia","/net/gsb/pmb/out/p20/d0754"
"haile","haile","#PER","/net/gsb/pmb/out/p20/d0754"
"gebrselassie","gebrselassie","#PER","/net/gsb/pmb/out/p20/d0754"
".",".","#NIL","/net/gsb/pmb/out/p20/d0754"
"san","san","#GEO","/net/gsb/pmb/out/p20/d0759"
"francisco","francisco","#GEO","/net/gsb/pmb/out/p20/d0759"
"(","(","#AND","/net/gsb/pmb/out/p20/d0759"
"reuters","reuters","#ORG","/net/gsb/pmb/out/p20/d0759"
")",")","#NIL","/net/gsb/pmb/out/p20/d0759"
"-","--","#AND","/net/gsb/pmb/out/p20/d0759"
"dell","dell","#PER","/net/gsb/pmb/out/p20/d0759"
"inc.","inc.","#ORG","/net/gsb/pmb/out/p20/d0759"
"plan","plans","#ENS","/net/gsb/pmb/out/p20/d0759"
"to","to","#SUB","/net/gsb/pmb/out/p20/d0759"
"announce","announce","#EXS","/net/gsb/pmb/out/p20/d0759"
"preliminary","preliminary","#IST","/net/gsb/pmb/out/p20/d0759"
"quarterly","quarterly","#IST","/net/gsb/pmb/out/p20/d0759"
"result","results","#CON","/net/gsb/pmb/out/p20/d0759"
