"governor","governor","#UNK","/net/gsb/pmb/out/p80/d0704"
"tim","tim","#PER","/net/gsb/pmb/out/p80/d0704"
"pawlenty","pawlenty","#PER","/net/gsb/pmb/out/p80/d0704"
"of","of","#AND","/net/gsb/pmb/out/p80/d0704"
"minnesota","minnesota","#GEO","/net/gsb/pmb/out/p80/d0704"
"sign","signed","#PST","/net/gsb/pmb/out/p80/d0704"
"a","a","#DIS","/net/gsb/pmb/out/p80/d0704"
"bill","bill","#CON","/net/gsb/pmb/out/p80/d0704"
"into","into","#AND","/net/gsb/pmb/out/p80/d0704"
"law","law","#CON","/net/gsb/pmb/out/p80/d0704"
"on","on","#AND","/net/gsb/pmb/out/p80/d0704"
"thursday","thursday","#DOW","/net/gsb/pmb/out/p80/d0704"
"that","that","#AND","/net/gsb/pmb/out/p80/d0704"
"[Recipient,Topic,Agent]","requires","#NIL","/net/gsb/pmb/out/p80/d0704"
"the","the","#DEF","/net/gsb/pmb/out/p80/d0704"
"state","state","#CON","/net/gsb/pmb/out/p80/d0704"
"to","to","#SUB","/net/gsb/pmb/out/p80/d0704"
"generate","generate","#EXS","/net/gsb/pmb/out/p80/d0704"
"a","a","#DIS","/net/gsb/pmb/out/p80/d0704"
"significant","significant","#IST","/net/gsb/pmb/out/p80/d0704"
"amount","amount","#CON","/net/gsb/pmb/out/p80/d0704"
"of","of","#AND","/net/gsb/pmb/out/p80/d0704"
"thing","its","#HAS","/net/gsb/pmb/out/p80/d0704"
"energy","energy","#REL","/net/gsb/pmb/out/p80/d0704"
"need","needs","#CON","/net/gsb/pmb/out/p80/d0704"
"from","from","#AND","/net/gsb/pmb/out/p80/d0704"
"renewable","renewable","#IST","/net/gsb/pmb/out/p80/d0704"
"source","sources","#CON","/net/gsb/pmb/out/p80/d0704"
".",".","#NIL","/net/gsb/pmb/out/p80/d0704"
"the","the","#DEF","/net/gsb/pmb/out/p80/d0704"
"amount","amount","#CON","/net/gsb/pmb/out/p80/d0704"
"of","of","#AND","/net/gsb/pmb/out/p80/d0704"
"power","power","#CON","/net/gsb/pmb/out/p80/d0704"
"generate","generated","#PST","/net/gsb/pmb/out/p80/d0704"
"by","by","#AND","/net/gsb/pmb/out/p80/d0704"
"wind","wind","#REL","/net/gsb/pmb/out/p80/d0704"
"turbine","turbines","#CON","/net/gsb/pmb/out/p80/d0704"
"in","in","#AND","/net/gsb/pmb/out/p80/d0704"
"the","the","#DEF","/net/gsb/pmb/out/p80/d0704"
"state","state","#CON","/net/gsb/pmb/out/p80/d0704"
"stand","stands","#ENS","/net/gsb/pmb/out/p80/d0704"
"now","now","#IST","/net/gsb/pmb/out/p80/d0704"
"at","at","#AND","/net/gsb/pmb/out/p80/d0704"
"895","895","#IST","/net/gsb/pmb/out/p80/d0704"
"megawatt","megawatts","#CON","/net/gsb/pmb/out/p80/d0704"
".",".","#NIL","/net/gsb/pmb/out/p80/d0704"
"[Recipient,Topic,Agent]","on","#NIL","/net/gsb/pmb/out/p80/d0754"
"29","29","#DOM","/net/gsb/pmb/out/p80/d0754"
"june","june","#MOY","/net/gsb/pmb/out/p80/d0754"
"the","the","#DEF","/net/gsb/pmb/out/p80/d0754"
"netherlands","dutch","#netherlands","/net/gsb/pmb/out/p80/d0754"
"right-wing","right-wing","#IST","/net/gsb/pmb/out/p80/d0754"
"coalition","coalition","#REL","/net/gsb/pmb/out/p80/d0754"
"government","government","#CON","/net/gsb/pmb/out/p80/d0754"
"collapse","collapsed","#EPS","/net/gsb/pmb/out/p80/d0754"
".",".","#NIL","/net/gsb/pmb/out/p80/d0754"
"66","it","#64","/net/gsb/pmb/out/p80/d0754"
"70","was","#67","/net/gsb/pmb/out/p80/d0754"
"75","made","#71","/net/gsb/pmb/out/p80/d0754"
"78","up","#76","/net/gsb/pmb/out/p80/d0754"
"81","of","#79","/net/gsb/pmb/out/p80/d0754"
"85","the","#82","/net/gsb/pmb/out/p80/d0754"
"105","christian-democrats","#86","/net/gsb/pmb/out/p80/d0754"
"107","(","#106","/net/gsb/pmb/out/p80/d0754"
"110","cda","#107","/net/gsb/pmb/out/p80/d0754"
"111",")","#110","/net/gsb/pmb/out/p80/d0754"
"115","led","#112","/net/gsb/pmb/out/p80/d0754"
"118","by","#116","/net/gsb/pmb/out/p80/d0754"
"124","prime","#119","/net/gsb/pmb/out/p80/d0754"
"133","minister","#125","/net/gsb/pmb/out/p80/d0754"
"137","jan","#134","/net/gsb/pmb/out/p80/d0754"
"143","peter","#138","/net/gsb/pmb/out/p80/d0754"
"154","balkenende","#144","/net/gsb/pmb/out/p80/d0754"
"155",",","#154","/net/gsb/pmb/out/p80/d0754"
"159","the","#156","/net/gsb/pmb/out/p80/d0754"
"165","right","#160","/net/gsb/pmb/out/p80/d0754"
"170","wing","#166","/net/gsb/pmb/out/p80/d0754"
"178","liberal","#171","/net/gsb/pmb/out/p80/d0754"
"184","party","#179","/net/gsb/pmb/out/p80/d0754"
"186","(","#185","/net/gsb/pmb/out/p80/d0754"
"189","vvd","#186","/net/gsb/pmb/out/p80/d0754"
"190",")","#189","/net/gsb/pmb/out/p80/d0754"
"194","and","#191","/net/gsb/pmb/out/p80/d0754"
"198","the","#195","/net/gsb/pmb/out/p80/d0754"
"208","so-called","#199","/net/gsb/pmb/out/p80/d0754"
