"will","'ll","#FUT","/net/gsb/pmb/out/p40/d0853"
"will","'ll","#FUT","/net/gsb/pmb/out/p40/d0888"
"126","one~hundred~twenty-six","#QUC","/net/gsb/pmb/out/p40/d2162"
"09:00","9:00~a.m.","#CLO","/net/gsb/pmb/out/p40/d2189"
"05:00","five~o'clock","#CLO","/net/gsb/pmb/out/p40/d2716"
"14:48","2:48~p.m.","#CLO","/net/gsb/pmb/out/p40/d3120"
"will","'ll","#FUT","/net/gsb/pmb/out/p41/d0854"
"will","'ll","#FUT","/net/gsb/pmb/out/p41/d0862"
"will","'ll","#FUT","/net/gsb/pmb/out/p41/d0863"
"12:00","12~p.m.","#CLO","/net/gsb/pmb/out/p41/d0964"
"08:00","8:00~a.m.","#CLO","/net/gsb/pmb/out/p41/d1597"
"18:00","six~o'clock","#CLO","/net/gsb/pmb/out/p41/d1648"
"06:00","6~o'clock","#CLO","/net/gsb/pmb/out/p41/d3172"
"08:00","eight~o'clock","#CLO","/net/gsb/pmb/out/p41/d3337"
"07:00","seven","#CLO","/net/gsb/pmb/out/p41/d3337"
"will","'ll","#FUT","/net/gsb/pmb/out/p42/d0818"
"will","'ll","#FUT","/net/gsb/pmb/out/p42/d0916"
"will","'ll","#FUT","/net/gsb/pmb/out/p42/d0945"
"21:00","nine~o'clock","#CLO","/net/gsb/pmb/out/p42/d0962"
"23:00","eleven","#CLO","/net/gsb/pmb/out/p42/d0962"
"00:00","midnight","#CLO","/net/gsb/pmb/out/p42/d1493"
"21:00","9:00~p.m.","#CLO","/net/gsb/pmb/out/p42/d1717"
"06:00","6~a.m.","#CLO","/net/gsb/pmb/out/p42/d1875"
"age","None","#None","/net/gsb/pmb/out/p42/d2521"
"22:00","10:00~p.m","#CLO","/net/gsb/pmb/out/p42/d2643"
"will","'ll","#FUT","/net/gsb/pmb/out/p43/d0778"
"will","'ll","#FUT","/net/gsb/pmb/out/p43/d0808"
"will","'ll","#FUT","/net/gsb/pmb/out/p43/d0912"
"22:00","10~o'clock","#CLO","/net/gsb/pmb/out/p43/d3157"
"22:00","10~o'clock","#CLO","/net/gsb/pmb/out/p43/d3157"
"will","'ll","#FUT","/net/gsb/pmb/out/p44/d0805"
"will","'ll","#FUT","/net/gsb/pmb/out/p44/d0810"
"will","'ll","#FUT","/net/gsb/pmb/out/p44/d0876"
"14:00","two~o'clock","#CLO","/net/gsb/pmb/out/p44/d2271"
"15:00","3:00~pm","#CLO","/net/gsb/pmb/out/p44/d2511"
"will","'ll","#FUT","/net/gsb/pmb/out/p45/d0897"
"will","None","#None","/net/gsb/pmb/out/p45/d0961"
"megawatt","MW","#UOM","/net/gsb/pmb/out/p45/d1064"
"10:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p45/d1775"
"will","'ll","#FUT","/net/gsb/pmb/out/p46/d0883"
"will","'ll","#FUT","/net/gsb/pmb/out/p46/d0923"
"will","'ll","#FUT","/net/gsb/pmb/out/p46/d0936"
"17:00","5~p.m.","#CLO","/net/gsb/pmb/out/p46/d1630"
"17:00","5~p.m.","#CLO","/net/gsb/pmb/out/p46/d1630"
"18:00","o'clock","#CLO","/net/gsb/pmb/out/p46/d2114"
"06:00","six~o'clock","#CLO","/net/gsb/pmb/out/p46/d2114"
"00:00","midnight","#CLO","/net/gsb/pmb/out/p46/d2150"
"07:00","seven~o'clock","#CLO","/net/gsb/pmb/out/p46/d2830"
"17:00","five~o'clock","#CLO","/net/gsb/pmb/out/p46/d3299"
"10:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p46/d3529"
"06:00","six~o'clock","#CLO","/net/gsb/pmb/out/p47/d0789"
"will","'ll","#FUT","/net/gsb/pmb/out/p47/d0855"
"will","'ll","#FUT","/net/gsb/pmb/out/p47/d0951"
"will","'ll","#FUT","/net/gsb/pmb/out/p48/d0784"
"will","'ll","#FUT","/net/gsb/pmb/out/p48/d0889"
"will","'ll","#FUT","/net/gsb/pmb/out/p48/d0895"
"18:00","6~p.m.","#CLO","/net/gsb/pmb/out/p48/d1081"
"09:00","9~a.m.","#CLO","/net/gsb/pmb/out/p48/d1081"
"18:00","6~p.m.","#CLO","/net/gsb/pmb/out/p48/d1715"
"will","'ll","#FUT","/net/gsb/pmb/out/p49/d0773"
"will","'ll","#FUT","/net/gsb/pmb/out/p49/d0809"
"will","'ll","#FUT","/net/gsb/pmb/out/p49/d0959"
"dis","dis","#NOT","/net/gsb/pmb/out/p49/d1792"
"16:00","4:00~p.m","#CLO","/net/gsb/pmb/out/p49/d2874"
"degree~celsius","degrees~Celsius","#UOM","/net/gsb/pmb/out/p49/d3577"
"22:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p50/d0779"
"22:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p50/d0779"
"will","'ll","#FUT","/net/gsb/pmb/out/p50/d0793"
"over","o'er","#IST","/net/gsb/pmb/out/p50/d3330"
"will","'ll","#FUT","/net/gsb/pmb/out/p51/d0813"
"will","'ll","#FUT","/net/gsb/pmb/out/p51/d0913"
"will","'ll","#FUT","/net/gsb/pmb/out/p51/d0940"
"11:00","11~a.m.","#CLO","/net/gsb/pmb/out/p51/d0974"
"17","17th","#ORD","/net/gsb/pmb/out/p51/d1375"
"09:00","9~a.m.","#CLO","/net/gsb/pmb/out/p51/d1375"
"15:00","3~p.m","#CLO","/net/gsb/pmb/out/p51/d1375"
"11:00","eleven~o'clock","#CLO","/net/gsb/pmb/out/p51/d2729"
"20:00","eight~o'clock","#CLO","/net/gsb/pmb/out/p51/d2890"
"19:00","seven","#CLO","/net/gsb/pmb/out/p51/d2890"
"14:30","None","#None","/net/gsb/pmb/out/p51/d3436"
"los~angeles","LA","#GPE","/net/gsb/pmb/out/p51/d3574"
"will","'ll","#FUT","/net/gsb/pmb/out/p52/d0825"
"will","'ll","#FUT","/net/gsb/pmb/out/p52/d0832"
"15:00","3:00~p.m.","#CLO","/net/gsb/pmb/out/p52/d0832"
"will","'ll","#FUT","/net/gsb/pmb/out/p52/d0919"
"will","'ll","#FUT","/net/gsb/pmb/out/p52/d0932"
"will","None","#None","/net/gsb/pmb/out/p52/d0934"
"15:00","3:00~p.m.","#CLO","/net/gsb/pmb/out/p52/d3052"
"degree~celsius","degrees~Celsius","#UOM","/net/gsb/pmb/out/p52/d3092"
"0","None","#None","/net/gsb/pmb/out/p52/d3092"
"will","'ll","#FUT","/net/gsb/pmb/out/p53/d0956"
"13:00","1~p.m.","#CLO","/net/gsb/pmb/out/p53/d1792"
"will","'ll","#FUT","/net/gsb/pmb/out/p54/d0767"
"will","'ll","#FUT","/net/gsb/pmb/out/p54/d0908"
"06:00","6~a.m.","#CLO","/net/gsb/pmb/out/p54/d1988"
"16:00","4~p.m.","#CLO","/net/gsb/pmb/out/p54/d2662"
"25000000","2.5","#QUC","/net/gsb/pmb/out/p54/d3571"
"3500000","3.5~million","#QUC","/net/gsb/pmb/out/p54/d3571"
"1968","Nineteen~sixty-eight","#YOC","/net/gsb/pmb/out/p54/d3580"
"will","'ll","#FUT","/net/gsb/pmb/out/p55/d0858"
"will","'ll","#FUT","/net/gsb/pmb/out/p55/d0934"
"10:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p55/d2281"
"will","'ll","#FUT","/net/gsb/pmb/out/p56/d0780"
"will","'ll","#FUT","/net/gsb/pmb/out/p56/d0853"
"5329","Five~thousand~three~hundred~and~twenty-nine","#QUC","/net/gsb/pmb/out/p56/d1299"
"12:00","midday","#CLO","/net/gsb/pmb/out/p56/d1306"
"will","'ll","#FUT","/net/gsb/pmb/out/p57/d0834"
"will","'ll","#FUT","/net/gsb/pmb/out/p57/d0951"
"will","'ll","#FUT","/net/gsb/pmb/out/p58/d0833"
"will","'ll","#FUT","/net/gsb/pmb/out/p58/d0857"
"will","'ll","#FUT","/net/gsb/pmb/out/p58/d0876"
"02:00","two~o'clock","#CLO","/net/gsb/pmb/out/p58/d3538"
"will","'ll","#FUT","/net/gsb/pmb/out/p59/d0898"
"will","'ll","#FUT","/net/gsb/pmb/out/p59/d0901"
"will","'ll","#FUT","/net/gsb/pmb/out/p59/d0905"
"will","'ll","#FUT","/net/gsb/pmb/out/p59/d0910"
"will","'ll","#FUT","/net/gsb/pmb/out/p59/d0938"
