"will","'ll","#FUT","/net/gsb/pmb/out/p20/d0773"
"will","'ll","#FUT","/net/gsb/pmb/out/p20/d0888"
"will","'ll","#FUT","/net/gsb/pmb/out/p20/d0909"
"equal","=","#NIL","/net/gsb/pmb/out/p20/d1130"
"degree~celsius","oC","#UOM","/net/gsb/pmb/out/p20/d1225"
"degree~celsius","oC","#UOM","/net/gsb/pmb/out/p20/d1225"
"09:00","nine~o'clock","#CLO","/net/gsb/pmb/out/p20/d1678"
"05:00","5~o'clock","#CLO","/net/gsb/pmb/out/p20/d1861"
"06:00","six","#CLO","/net/gsb/pmb/out/p20/d2647"
"will","'ll","#FUT","/net/gsb/pmb/out/p21/d0773"
"05:00","5","#CLO","/net/gsb/pmb/out/p21/d0836"
"06:00","6~o'clock","#CLO","/net/gsb/pmb/out/p21/d0836"
"will","'ll","#FUT","/net/gsb/pmb/out/p21/d0921"
"will","'ll","#FUT","/net/gsb/pmb/out/p21/d0948"
"08:00","8~o'clock","#CLO","/net/gsb/pmb/out/p21/d1469"
"08:00","eight~o'clock","#CLO","/net/gsb/pmb/out/p21/d1662"
"20:00","8:00~p.m.","#CLO","/net/gsb/pmb/out/p21/d2643"
"14:30","2:30~p.m.","#CLO","/net/gsb/pmb/out/p21/d2924"
"will","'ll","#FUT","/net/gsb/pmb/out/p22/d0881"
"will","'ll","#FUT","/net/gsb/pmb/out/p22/d0909"
"will","'ll","#FUT","/net/gsb/pmb/out/p22/d0910"
"equal","=","#ORG","/net/gsb/pmb/out/p22/d1130"
"foot","ft","#UOM","/net/gsb/pmb/out/p22/d1357"
"foot","ft","#UOM","/net/gsb/pmb/out/p22/d1357"
"and","en","#AND","/net/gsb/pmb/out/p22/d1375"
"07:00","seven~o'clock","#CLO","/net/gsb/pmb/out/p22/d2466"
"degrees~celsius","degrees~centigrade","#UOM","/net/gsb/pmb/out/p22/d2883"
"degree~celsius","degrees~Celsius","#UOM","/net/gsb/pmb/out/p22/d3139"
"19:00","None","#None","/net/gsb/pmb/out/p22/d3582"
"will","'ll","#FUT","/net/gsb/pmb/out/p23/d0896"
"will","'ll","#FUT","/net/gsb/pmb/out/p23/d0909"
"dis","dis","#NOT","/net/gsb/pmb/out/p23/d2220"
"NOT","None","#None","/net/gsb/pmb/out/p23/d2762"
"dis","dis","#NOT","/net/gsb/pmb/out/p23/d2762"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0778"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0806"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0840"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0912"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0917"
"will","'ll","#FUT","/net/gsb/pmb/out/p24/d0957"
"04:00","four~o'clock","#CLO","/net/gsb/pmb/out/p24/d1809"
"18:00","six~o'clock","#CLO","/net/gsb/pmb/out/p24/d2648"
"over","None","#None","/net/gsb/pmb/out/p24/d2818"
"18:00","six~o'clock","#CLO","/net/gsb/pmb/out/p24/d3102"
"will","'ll","#FUT","/net/gsb/pmb/out/p25/d0820"
"will","'ll","#FUT","/net/gsb/pmb/out/p25/d0879"
"degree~celsius","degrees~Celsius","#UOM","/net/gsb/pmb/out/p25/d0886"
"will","'ll","#FUT","/net/gsb/pmb/out/p25/d0888"
"will","'ll","#FUT","/net/gsb/pmb/out/p25/d0917"
"will","'ll","#FUT","/net/gsb/pmb/out/p25/d0933"
"10:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p25/d2019"
"will","'ll","#FUT","/net/gsb/pmb/out/p26/d0863"
"will","'ll","#FUT","/net/gsb/pmb/out/p26/d0885"
"22:00","ten~o'clock","#CLO","/net/gsb/pmb/out/p26/d2771"
"will","'ll","#FUT","/net/gsb/pmb/out/p27/d0928"
"will","'ll","#FUT","/net/gsb/pmb/out/p27/d0945"
"14:00","two~o'clock","#CLO","/net/gsb/pmb/out/p27/d2412"
"00:00","midnight","#CLO","/net/gsb/pmb/out/p27/d3458"
"06:00","None","#None","/net/gsb/pmb/out/p27/d3575"
"10:00","None","#None","/net/gsb/pmb/out/p27/d3575"
"06:00","None","#None","/net/gsb/pmb/out/p27/d3575"
"10:00","None","#None","/net/gsb/pmb/out/p27/d3575"
"will","'ll","#FUT","/net/gsb/pmb/out/p28/d0811"
"09:00","nine~o'clock","#CLO","/net/gsb/pmb/out/p28/d0836"
"will","'ll","#FUT","/net/gsb/pmb/out/p28/d0899"
"will","'ll","#FUT","/net/gsb/pmb/out/p28/d0903"
"will","'ll","#FUT","/net/gsb/pmb/out/p28/d0922"
"20:30","8:30~p.m.","#CLO","/net/gsb/pmb/out/p28/d1242"
"17:00","5~p.m.","#CLO","/net/gsb/pmb/out/p28/d2273"
"will","'ll","#FUT","/net/gsb/pmb/out/p29/d0918"
"will","'ll","#FUT","/net/gsb/pmb/out/p29/d0924"
"20:00","8~p.m.","#CLO","/net/gsb/pmb/out/p29/d1242"
